	gene1	gene2	pvalue	oddsratio
38	MTOR	PREX1	0.9994067926224031	4.656060606060606
39	APC	CTNNA1	0.03425607432937823	0.4187012987012987
40	DROSHA	TP53	0.05505493917776017	0.4519230769230769
41	USP7	DNMT1	0.9999988028375737	13.416666666666666
42	LRP6	LRRK2	0.9999998017087348	9.83265306122449
43	NBEAL2	DOCK7	0.9974370766460425	4.356725146198831
44	MYO10	DCC	0.9999998071421319	9.625
45	TP53	NCOR2	0.13855322855322622	0.6546762589928058
46	CFH	C3	0.9999947310677888	8.98
47	SOS1	ITSN1	0.9999360053906925	8.029411764705882
48	SEC16A	NBEAL2	0.9999997958479628	10.69377990430622
49	CTNNB1	DNMT1	0.9998396695244691	6.765
50	UTP20	PPP1R26	0.9856614749518068	3.619047619047619
51	HTT	DYNC1H1	0.9999999760255293	12.487244897959183
52	NCOR2	SPEN	0.999999976942355	9.88
53	SOS1	NEB	0.9999998754418482	9.346551724137932
54	PTPRC	CTNNB1	0.9999834217286085	6.666666666666667
55	SPTAN1	SPTBN1	0.9999617739186681	7.5
56	ARID2	PBRM1	0.9999954358148192	9.21025641025641
57	CTNNB1	PTPRG	0.9932783735954631	3.9215686274509802
58	NCOA2	AR	0.9999906388063237	11.525
59	BRAF	MAP3K1	0.9999997710877555	9.085106382978724
60	CNTN1	PTPRZ1	0.9999993576458801	10.666666666666666
61	ABCA12	ABCA1	0.9999897464983484	5.9125
62	HCFC1	SIN3A	0.9996172411616899	6.666666666666667
63	CLSTN1	APBA2	0.9970071491733635	4.866310160427807
64	ESR1	FLNA	0.9998574997623824	6.938461538461539
65	ESR1	MYH9	0.9999997062115173	12.026785714285714
66	MLH1	SPTAN1	0.9743872857658524	2.973684210526316
67	MAP2K4	MAP3K1	0.999985814870089	8.882352941176471
68	DNMT3B	DNMT1	0.9998715527400576	8.455882352941176
69	PIK3R1	SOS1	0.9998914507971478	7.267379679144385
70	PIK3R1	PLCG2	0.9999869828401037	7.773913043478261
71	SIN3A	TP53	0.11581781966354676	0.5562130177514792
72	ITPR3	TRPC3	0.9999990923710442	10.08
73	ARID1B	SMARCA2	0.9999974232459103	10.022222222222222
74	SMARCA2	ARID1A	0.9999999273151	10.424242424242424
75	ERBB3	ERBB4	0.9999992779851501	8.29757785467128
76	ESR1	AKAP13	0.9999865266637971	9.04
77	FN1	LPA	0.9999949064565651	6.456521739130435
78	ESR1	EP300	0.9964281158242008	4.6445012787723785
79	RPGRIP1L	MPRIP	0.7800703719881047	1.1425
80	LRRK1	LRRK2	0.9999872896731771	7.0864864864864865
81	TP53BP1	ATM	0.9999999948853405	12.127572016460906
82	BRAF	NRAS	0.08648641326898479	0.22691879866518352
83	CEP290	PCM1	0.9999999983825556	17.225694444444443
84	KMT2A	CTR9	0.999940262920484	6.9688888888888885
85	WDFY3	HTT	0.9999987662561258	9.670673076923077
86	DOCK9	SMAD2	0.9620564605352283	2.5903846153846155
87	DOCK9	SMAD3	0.9938326198145176	4.0088888888888885
88	NCOA2	ESR1	0.9912132249786341	4.25
89	CNOT1	TNRC6B	0.9999996955004907	9.097744360902256
90	CTNNA1	CEP350	0.9999962120409907	11.069204152249135
91	PDE3A	ARFGEF1	0.9999987662560583	9.670673076923077
92	SMAD2	SMAD3	0.9999813249468845	10.125
93	SMAD3	USP7	0.9979122511169195	5.345029239766082
94	CREBBP	CTNNB1	0.9999897771895747	6.473214285714286
95	LAMA4	TP53	0.019053875972794045	0.4477031802120141
96	SMAD2	ANK3	0.9685894243563168	2.361111111111111
97	GABBR2	GABBR1	0.9997077716067378	7.074303405572755
98	CREBBP	HTT	0.9999992212126683	9.1875
99	MTUS2	AFF4	0.9999969046953896	9.868131868131869
100	SPTA1	SPTBN1	0.9996617205476508	4.107142857142857
101	HUWE1	USP7	0.998806980149566	4.577854671280277
102	STAG1	PDS5B	0.999999959354617	15.428571428571429
103	DOCK2	MTUS2	0.9999999834059167	8.714285714285714
104	PIK3R1	ESR1	0.9994486783272081	6.168478260869565
105	COL4A2	COL4A1	0.9721574701372588	2.891025641025641
106	PIK3CA	ERBB3	0.9051551280709271	1.5672990063233965
107	TP53	MAP1B	0.30940029067589336	0.7902428057553957
108	PDE4DIP	MTUS2	0.9999999166964385	8.010695187165775
109	AXIN2	CTNNB1	0.9826619054664981	2.9966329966329965
110	ITGB4	PLEC	0.9989856104989615	4.7272727272727275
111	RBM15	NAV2	0.9999999762845321	14.423076923076923
112	XIRP1	FLNC	0.9999999722108546	9.817708333333334
113	MTUS2	TSHZ3	0.9999825744939281	5.538823529411765
114	CWF19L2	MTUS2	0.999923928167852	6.728448275862069
115	NCOA6	CREBBP	0.9999872643093792	8.018099547511312
116	ROBO1	SLIT2	0.999983314273215	6.139601139601139
117	STAT1	OTUD4	0.9999999774117878	20.35164835164835
118	USP28	TP53BP1	0.9999996625998343	13.540740740740741
119	RPS6KA2	SHANK1	0.9994486783272081	6.168478260869565
120	STAT1	SPTAN1	0.9999951222562595	10.64
121	USP7	BCOR	0.9998914507971478	7.267379679144385
122	TCERG1	HTT	0.9999999535304883	15.088235294117647
123	PIK3R1	HTT	0.9984645881696984	4.891304347826087
124	NEB	SVIL	0.9999999363973107	6.566037735849057
125	DYSF	ALMS1	0.9999994016602156	7.025252525252525
126	MYO16	KIRREL3	0.9985959408585892	5.0
127	ALK	PTPRZ1	0.9999994627165357	9.487179487179487
128	LRRK2	SEC16A	0.9999984938769373	7.5777777777777775
129	FLNA	FLNB	0.9999930835051498	7.536862003780718
130	NEB	DYSF	0.9999999999999227	10.507246376811594
131	DYSF	CMYA5	0.9999999974213659	9.511111111111111
132	FLNC	DYSF	0.999999997531422	8.876847290640393
133	NCOA6	KMT2D	0.999999999997349	24.602272727272727
134	CENPJ	CLASP1	0.9999999432750639	17.73076923076923
135	ESR1	MYH14	0.9999960042080923	9.506631299734748
136	DIS3L	GIGYF2	0.9999571717093669	8.685714285714285
137	AR	JMJD1C	0.9830440814462895	3.4210526315789473
138	ABCA1	UTRN	0.9999899053602863	6.449704142011834
139	MED1	MED12	0.9911231964912849	3.634888438133874
140	PCM1	CENPJ	0.999999851046925	15.3
141	TP53	OBSL1	0.3870145871900308	0.8042105263157895
142	PCNT	CDK5RAP2	0.999999870680458	11.461538461538462
143	ITPR2	TRPC4	0.9999999999999786	25.6
144	KMT2A	HCFC1	0.997985516427886	4.609053497942387
145	CEP290	PCNT	0.9999926301012968	6.723076923076923
146	ESR1	ASXL1	0.9950314665887088	4.254117647058823
147	NCOR1	SMARCA4	0.9999998588442615	11.2
148	HTT	TP53	0.03368994085432166	0.43205574912891986
149	CTNNB1	TNIK	0.9949728113729939	3.7123745819397995
150	MED1	TP53	0.17837636237603793	0.6018371872030409
151	CREBBP	AR	0.9999797745016914	7.428571428571429
152	KMT2D	ESR1	0.9999963623841264	7.940630797773655
153	ARID1B	SMARCA4	0.9999964882318217	8.29192546583851
154	MAGI2	RAPGEF2	0.9999995072981347	12.8
155	KMT2B	TP53BP1	0.9988120813259411	4.180555555555555
156	COL7A1	MIA3	0.9967701420844834	3.721194879089616
157	TP53	KMT2E	0.05122269114513835	0.47692307692307695
158	TNIK	TCF7L2	0.9791003490717091	2.4545454545454546
159	HUWE1	TP53	0.007175181926999097	0.4199288256227758
160	MYOM2	DYSF	0.9999999968344344	11.194852941176471
161	HTT	CHD3	0.999998356930696	10.658823529411764
162	TNC	COL5A1	0.9999999995996222	10.364672364672364
163	COL5A1	FN1	0.999999995538203	9.037037037037036
164	RYR1	MYOM2	0.9999993908988786	6.483050847457627
165	AR	NCOA6	0.9998715527400576	8.455882352941176
166	DOCK9	NEB	0.999999908784239	7.901785714285714
167	YLPM1	CACNA1A	0.9999996593769893	8.105590062111801
168	TTN	MYOM2	0.9655842753919934	1.8575364029909485
169	RPGRIP1L	CLUH	0.9999906388063237	11.525
170	ARHGAP22	CACNA1A	0.9797888493152398	2.8823529411764706
171	CENPJ	CIC	0.9978484064821382	4.534412955465587
172	CEP290	ZNF423	0.9999946302836787	7.008
173	CACNA1A	LTBP4	0.9999999816579118	12.984084880636605
174	MEGF8	CACNA1A	0.9999999999941894	13.594405594405595
175	SMAD3	SETD2	0.9916853230637017	3.6954732510288064
176	PRPF8	PCBP1	0.6197612309000453	0.7466666666666667
177	BCL9	CTNNB1	0.9988169982567384	4.102150537634409
178	HTT	CRMP1	0.9996264289067155	6.705882352941177
179	TTN	DYSF	0.9999995987347613	5.32981220657277
180	SMAD3	CHRD	0.933285154918752	2.28
181	SNTG2	SCN5A	0.9992488618788258	5.051428571428572
182	CACNA1A	MEGF6	0.9999980671094978	9.2073732718894
183	PRKDC	AR	0.9999975609704757	9.0
184	SEC16A	DOCK7	0.9908420421786044	3.592
185	ARFGEF2	PDE3A	0.9999518281894543	8.470588235294118
186	TP53	MPDZ	0.10932141269719978	0.562406015037594
187	TNRC6A	CNOT1	0.9999994559089835	9.547413793103448
188	PBRM1	CHD7	0.9999797998597245	7.383333333333334
189	DICER1	PIWIL1	0.9999040307584579	9.00390625
190	AUTS2	EP300	0.9955508899402884	4.3768115942028984
191	FLNB	MAP3K4	0.9995778893690597	4.9392
192	FLNB	MAP3K1	0.9999960551383574	9.375
193	AR	KMT2D	0.9906337894352409	2.9929245283018866
194	AR	KMT2A	0.9547771165447043	2.4337568058076227
195	ULK2	RB1CC1	0.9986605525220718	6.0
196	NCOA6	TP53BP1	0.9999992164340951	14.40625
197	NID2	RBP3	0.9989163436196439	5.305882352941176
198	SPTB	STAT1	0.999995026174993	9.142857142857142
199	MAGEE1	MCC	0.9701470767027541	2.81875
200	SPTA1	TSHZ2	0.999997659311242	5.852226720647773
201	BACH2	TSHZ2	0.9571412608371578	2.4833333333333334
202	MLH1	PRDM9	0.9989657023896489	4.725
203	AXIN2	CWF19L2	0.8885152000048055	1.7896825396825398
204	GSE1	CADPS	0.9998723536272033	7.0625
205	PLCG2	TP53	0.03072443381761109	0.4653755868544601
206	RALGAPA2	DDI1	0.9989357798446687	6.366782006920415
207	MCC	TSHZ2	0.998992411796819	4.698412698412699
208	CWF19L2	BACH2	0.9998308468503265	7.96875
209	MCC	BRD1	0.9995548959090126	6.463068181818182
210	DOCK2	TENM4	0.9999925767538334	4.760617760617761
211	ESR1	BCLAF1	0.9997804762872984	7.532894736842105
212	UBR5	CTNNB1	0.9999982557762981	9.143181818181818
213	CEP170	PCM1	0.9999516601916574	7.2592592592592595
214	RPGRIP1L	PCM1	0.9999992164339528	14.40625
215	CNTNAP2	CNTN1	0.9955736926216546	3.845486111111111
216	AR	NCOR1	0.9928158750537923	3.8461538461538463
217	PCM1	CEP350	0.9999642745336391	8.96078431372549
218	ESR1	NUMA1	0.99999947636245	15.4
219	ESR1	TOP2B	0.9999976800225114	12.052631578947368
220	PCM1	DSP	0.9999999931313388	16.63003663003663
221	ESR1	ELMSAN1	0.9998715527400576	8.455882352941176
222	RPGRIP1L	CEP170	0.99999988199069	13.56
223	ESR1	MKI67	0.9999997062115173	12.026785714285714
224	ESR1	TRIP12	0.9999999148847142	14.15625
225	CEP290	CEP170	0.9999999974696149	12.437229437229437
226	CC2D2A	PCM1	0.999703999504606	7.052469135802469
227	RPGRIP1L	CEP192	0.9999999799306664	17.1375
228	TRPM6	MYH9	0.999999998654566	13.331018518518519
229	KIT	TNS3	0.9999992096011371	11.895424836601308
230	ERBB4	ABL2	0.999996131650898	8.461538461538462
231	LRRK2	GIMAP8	0.9999548954830564	6.586466165413534
232	TNKS2	CEP170	0.9999981932104173	10.674556213017752
233	FN1	FBN1	0.999997211983397	5.926881720430107
234	PIK3R1	AR	0.9709948184306587	2.8484210526315787
235	TRPM7	MYH14	0.9854302721149293	3.165775401069519
236	LRRK2	PIK3R1	0.9999359234117501	5.543385490753912
237	LRRK1	RET	0.9987858268217872	5.160183066361556
238	PTPN13	APC	0.1006433783597181	0.5661337209302325
239	TRPM7	MYH9	0.999999982627666	15.151515151515152
240	TEK	PTPRC	0.9999999999797442	25.166666666666668
241	TEK	PTPRB	0.9999999432750639	17.73076923076923
242	DICER1	NCOA6	0.9999040307584579	9.00390625
243	CTNNB1	PTPRB	0.999997081218909	9.804347826086957
244	TNS1	KIT	0.9995425642262046	4.901116427432217
245	CDH2	PTPRK	0.9963976697297873	3.60989010989011
246	CDH2	PTPRC	0.9999999985280715	13.178489702517162
247	CDH2	PTPRB	0.9999574916029482	7.395294117647059
248	KIT	ABL2	0.9999997878554827	14.53968253968254
249	PLCG2	AR	0.9998396695244157	6.765
250	PTPRB	ALK	0.9987858268219849	5.160183066361556
251	LRRK2	FAM184A	0.9999951744291858	8.214137214137214
252	FBN3	FN1	0.9996691267875871	3.7722039473684212
253	CACNA1B	APBA2	0.9995425642262046	4.901116427432217
254	ERBB3	TNS3	0.9998030825557795	6.473684210526316
255	TNS1	AR	0.9999988417054911	9.937965260545905
256	MYPN	NEB	0.99998906572673	6.340277777777778
257	LRRK1	FLT4	0.9999127738000179	7.566666666666666
258	ERBB3	ABL2	0.9709948184306587	2.8484210526315787
259	LRRK2	FAM47B	0.9995089516620472	4.891025641025641
260	LRRK2	ABL2	0.9999951744291858	8.214137214137214
261	FBN2	FN1	0.9999927206738848	6.173177083333333
262	LRRK2	AFF4	0.9999971758935722	8.91891891891892
263	VWF	F8	0.9999999998759147	13.633540372670808
264	AR	ABL2	0.933285154918752	2.28
265	TP53	ATR	0.07803748570768568	0.5137362637362637
266	PTPRK	TEK	0.9898808461555639	3.5058823529411764
267	TNKS2	CACNA1S	0.9999992554850794	12.147157190635452
268	TRPM6	MYH14	0.9999997592824776	9.328846153846154
269	LRRK2	DIDO1	0.9999999838588368	9.45
270	PLCG2	KIT	0.9999999980941654	16.573333333333334
271	KIAA1217	LRRK1	0.9997620944860219	6.25
272	MCC	SHANK1	0.9976297796436846	4.426877470355731
273	SPTAN1	SPTB	0.9999961329657537	8.222222222222221
274	ANKS1B	ERBB4	0.9999998243089948	11.480519480519481
275	PTPRG	TEK	0.9999040307584579	9.00390625
276	ALK	PTPRG	0.9994486783271845	6.168478260869565
277	LRRK2	XIRP2	0.9999325265949974	3.9569444444444444
278	KMT2A	KMT2B	0.9999999964365982	10.230524642289348
279	PTPRC	TIE1	0.999947689381973	7.1931034482758625
280	FBN2	FBN1	0.9999904508214887	5.972222222222222
281	LRRK2	FANCM	0.9999999962130389	12.324675324675324
282	ADAMTS12	A2M	0.9999999997404766	18.04
283	ANK3	SCN5A	0.9999992426592745	6.014423076923077
284	FAT4	TNKS2	0.9998213654471808	4.555555555555555
285	EPHA7	EPHA3	0.9997795369547299	6.352941176470588
286	POLE	LRRK2	0.9999999999744789	14.533333333333333
287	ESR1	MAP3K1	0.9979552061528371	5.376470588235295
288	PTPRG	CDH2	0.9998574997622427	6.938461538461539
289	DIDO1	TNKS2	0.99999988199069	13.56
290	TNKS2	NUMA1	0.9998715527400576	8.455882352941176
291	MYO18B	TNKS2	0.9999999999842807	23.379032258064516
292	TIE1	PTPRG	0.9998715527402456	8.455882352941176
293	LRRK2	DAPK1	0.9999359234114635	5.543385490753912
294	MYO18A	SMAD2	0.898351035387166	1.8716356107660455
295	HCFC1	TET2	0.9998308468501843	7.96875
296	GNAS	SMAD2	0.6945337913553332	0.8932806324110671
297	JAG1	NOTCH3	0.9999214987325262	7.738636363636363
298	GOLGB1	BIRC6	1.0	25.78153846153846
299	FGD5	PLEC	0.99996416887488	6.709677419354839
300	DAPK1	LRRK1	0.9998525950026795	6.848484848484849
301	GRIN2A	NOS1	0.9999039082215878	4.760845383759733
302	EIF3A	MCC	0.9999851824970198	8.808333333333334
303	SETDB1	CTR9	0.9975142917429761	5.109243697478991
304	CHD4	LAMC3	0.9998403665310902	5.253373313343328
305	CAD	MAP3K1	0.9968348858809726	4.7894736842105265
306	USP7	DOCK7	0.9999973974942846	11.786764705882353
307	CTNND1	RET	0.9999992931675	12.133333333333333
308	STAT1	KIT	0.9775226345325885	3.1098398169336385
309	EPPK1	MAP3K1	0.9979552061528371	5.376470588235295
310	TPR	ABCC12	0.9999983540209972	12.75
311	MKI67	AKAP13	0.9999699416994323	6.12111801242236
312	PRKDC	LAMC3	0.9999984183577987	7.4765625
313	PLEC	PAPPA	0.9997962760669776	4.617857142857143
314	PLEC	CTTNBP2	0.9999999950221812	13.155555555555555
315	ZNF638	RAD51AP2	0.9999992096011371	11.895424836601308
316	FLNA	MAP3K1	0.9999960551383574	9.375
317	MYH9	CCDC180	0.999999488902891	11.076923076923077
318	KIAA1109	CTNNB1	0.9992682765832402	3.8363636363636364
319	FLNA	PIK3R1	0.9940547371128776	3.5668276972624797
320	RB1CC1	TP53	0.3870145871900308	0.8042105263157895
321	KSR2	BRAF	0.9998645336275073	5.088
322	PLEC	CDK12	0.9999995293940792	8.623214285714285
323	PIK3R1	KIF13A	0.9999720619126962	7.912280701754386
324	ITGB4	FLNA	0.9883370387840298	3.3609022556390977
325	RASGRF1	TP53	0.05122269114513835	0.47692307692307695
326	NCOR1	SRCAP	0.9999883585648712	6.382352941176471
327	RIMS1	LRRK1	0.9999959304515718	7.543554006968641
328	SMARCA2	FAM184A	0.9999999976713584	22.846153846153847
329	TNS3	DLC1	0.9999962048967547	8.30625
330	SPEN	PIK3R1	0.9996302845434306	5.068965517241379
331	ESR1	KDM6B	0.999780476287488	7.532894736842105
332	TPR	SMAD2	0.998335470764016	5.671826625386997
333	SPTAN1	MON2	0.9999999998548027	22.441964285714285
334	HUWE1	TRPA1	0.9517289273242976	2.202020202020202
335	ATG2A	ATG2B	0.9792303993525558	2.8416
336	USP29	TP53	0.020923241804009875	0.3697478991596639
337	ANK1	OBSCN	0.9999999599523761	6.683982683982684
338	CTNNB1	LRP2	0.9999926187902587	5.523662551440329
339	LAMB1	CACNA1A	0.999991813556215	8.557692307692308
340	USP7	TRIP12	0.9999999999719787	23.584415584415584
341	STAT1	PDGFRA	0.9999964755460873	11.224561403508773
342	TP53	NCOA2	0.31750091955631515	0.7346153846153847
343	SMC4	MCC	0.999999973202207	16.321428571428573
344	PLEC	TRPS1	0.9999910195372539	5.2375
345	PIK3R1	MYLK	0.9993138963789119	5.068181818181818
346	ABCA1	MPDZ	0.9999746197675055	7.0476190476190474
347	PLEC	ITPR1	0.9999994780527655	7.7155555555555555
348	PRKDC	MED13	1.0	26.547619047619047
349	SMAD2	MYO5A	0.9575712542762446	2.488888888888889
350	ARHGAP31	ITSN1	0.9999997485487291	11.964705882352941
351	PIK3R1	CKAP5	0.9998914507970006	7.267379679144385
352	SMAD4	USP9X	0.9985088621353991	3.2615629984051036
353	DLGAP2	PIK3R1	0.9930180180619427	3.4316770186335406
354	MYH9	SPEF2	0.9999927801363752	6.743827160493828
355	AHNAK	CHD4	0.9999999893639651	8.481203007518797
356	FASN	MAP3K1	0.9999455749733407	7.095022624434389
357	PDGFRA	PIK3R1	0.9999720619126962	7.912280701754386
358	SPTAN1	TRIP11	0.9999999979198271	19.201680672268907
359	PIK3R1	TULP4	0.9999983281940716	9.205949656750573
360	MYH9	PHF3	0.9998661047851753	6.094117647058823
361	AHNAK	DOCK11	0.9999960182501106	6.843023255813954
362	RUNX1T1	SON	0.9994106838293302	6.06951871657754
363	PLEC	DNAH5	0.9999998921236651	6.083064516129032
364	PLEC	DNAH3	0.9999999999999335	16.107526881720432
365	AHNAK	LRRK2	0.9999999898438534	7.428571428571429
366	PIK3R1	BRD4	0.9709948184306587	2.8484210526315787
367	DDX58	STAT1	0.9986605525222595	6.0
368	MKI67	NAV2	0.99999999884566	12.146245059288537
369	ANK2	TP53	0.006716783920653072	0.49368029739776953
370	FLNC	FLG	0.9999983111398368	4.481418918918919
371	TET3	HCFC1	0.9953993919956419	4.3349282296650715
372	MCC	EPRS	0.9999967831120276	11.425
373	BOD1L1	DLEC1	0.9950314665887088	4.254117647058823
374	PIK3R1	SHANK2	0.9971010370529303	4.224952741020794
375	ESR1	TRPS1	0.9999025710663063	5.907692307692308
376	PLEC	FANCM	0.9999267983148682	5.976230899830221
377	PIK3CG	UTRN	0.9999999985280715	13.178489702517162
378	FLNA	CHD2	0.9967823104314161	4.12962962962963
379	PIK3R1	EP300	0.9999964958980886	9.494736842105263
380	PLEC	ATR	0.9982339349397684	4.2105263157894735
381	PIK3R1	PIK3C2B	0.9990525188668186	5.458937198067633
382	ROCK1	MYH9	0.999999260913522	9.11522633744856
383	PIK3R1	ABL2	0.9999995538494986	13.028571428571428
384	NUMA1	BIRC6	0.9999969182656527	8.723076923076922
385	OTUD4	RUNX1T1	0.9999571717093669	8.685714285714285
386	ACACA	MCC	0.999999754282129	10.494117647058824
387	PRKDC	SYNE2	1.0	13.848214285714286
388	HUWE1	SPTB	0.9999994954201404	7.75
389	SMARCA1	CECR2	0.9995115821007331	6.319444444444445
390	OTUD4	HRNR	0.9999806853909489	7.538461538461538
391	MSH6	MCC	0.999999984348158	17.615384615384617
392	HTT	SIN3A	0.9993707033525814	5.973684210526316
393	DLC1	TNS1	0.9999999831703369	9.326153846153845
394	NCOA2	CTNNB1	0.9932783735954631	3.9215686274509802
395	ESR1	MED1	0.9989357798446687	6.366782006920415
396	HDAC9	NCOR1	0.9999951555839488	7.928571428571429
397	MYO16	PIK3R1	0.9999100723217471	6.478260869565218
398	TPR	PHIP	0.9999983540209972	12.75
399	PLEC	MYO18B	0.9999999212598415	8.008
400	PLEC	ASH1L	0.9999999454323188	8.303448275862069
401	PLEC	ZNF451	0.9999935048028794	8.853598014888338
402	PRKDC	NRXN1	0.9999589967928315	4.645161290322581
403	STAT1	MTOR	0.9821626298833455	2.983164983164983
404	MCM3AP	PLEC	0.999999803670954	10.960591133004925
405	B2M	HMCN1	0.9999937932110387	7.43006993006993
406	CTNNA2	CTNNB1	0.9999234535005385	5.8996655518394645
407	USP7	NUP98	0.9999999043849878	16.355555555555554
408	PCBP1	TNIK	0.8406554765179262	1.4949832775919731
409	EIF3A	GIMAP8	0.9999974947190355	11.874074074074073
410	LRP1	NOTCH3	0.9999998412443094	9.041666666666666
411	KIT	PIK3CG	0.9999913707331498	8.296296296296296
412	TRPC6	ITPR3	0.9994463166265801	5.309523809523809
413	RAPGEF2	MAGI1	0.9999360053906925	8.029411764705882
414	PIK3R1	FLNC	0.9996598246175458	4.681081081081081
415	PIK3R1	FLNB	0.9989511331681254	4.6573426573426575
416	SPTAN1	CALD1	0.9997380651647712	6.122448979591836
417	DYNC1H1	NF1	0.9999814737031665	6.585
418	PIK3R1	DOCK3	0.9999999820079428	11.405172413793103
419	NUMA1	TLN1	0.9999538920323893	8.55
420	PIK3R1	VPS13A	0.9999999992539231	16.035714285714285
421	GRIN2A	LRP1	0.9999999165858152	7.4125874125874125
422	PLEC	NCAPD3	0.999999803670954	10.960591133004925
423	PRG4	MAP1B	0.9999999911790775	16.436363636363637
424	PLEC	N4BP2	0.99996416887488	6.709677419354839
425	ANKRD26	AHNAK	0.9999997518167556	8.775510204081632
426	NUMA1	SMARCAD1	0.9999988028375737	13.416666666666666
427	CDK5RAP2	LRRK1	0.9993707033525814	5.973684210526316
428	CTNNB1	PTEN	0.999999946279967	11.125
429	PIK3R1	GABBR1	0.9999933496199134	10.11111111111111
430	IRS4	MAP3K1	0.9999945949525976	10.431372549019608
431	BCLAF1	RP1	0.9971367592589524	3.824561403508772
432	PLEC	MAP1A	0.9999954835151913	7.192118226600985
433	SMAD2	PREX2	0.9178998022291107	1.9455882352941176
434	PLEC	MXRA5	0.9999999926421353	8.695652173913043
435	USP9X	MAP3K1	0.9996308357734867	5.743589743589744
436	NCOR2	SIN3A	0.9999807530104529	7.4
437	SMC2	JMJD1C	0.9974397457247908	5.066666666666666
438	AKAP12	CTNNB1	0.9999234535005385	5.8996655518394645
439	SPTAN1	DNAH6	0.9999999998103077	16.565714285714286
440	SMAD2	NEFM	0.9801407541966373	3.242857142857143
441	AMOTL1	MAGI2	0.991996792081564	3.7267080745341614
442	PIK3R1	AKAP6	0.9999994627165399	9.487179487179487
443	CTNND2	LRRC7	0.9999995805756959	8.764065335753177
444	SMAD2	DPP10	0.99997711539713	8.221354166666666
445	ADCY2	GNAS	0.961063854272255	2.565714285714286
446	NUMA1	MACF1	0.9999999998386533	18.2
447	LRP6	CTNNB1	0.9996045129783273	5.658947368421052
448	CTNNB1	CTNNA3	0.9592342937169178	2.526315789473684
449	B2M	OTOF	0.9999755825187214	9.642105263157895
450	TIAM2	PRKDC	0.9999999153665133	10.828125
451	ROBO2	ROBO1	0.9999996718913239	6.112029384756657
452	MADD	PTPRB	0.999981958539098	10.2
453	RPS6KA2	BRAF	0.9720011258889069	2.4479166666666665
454	SPTAN1	PCDH19	0.9999998260620794	10.955882352941176
455	MPRIP	CENPJ	0.997955206152648	5.376470588235295
456	ESR1	CTNNB1	0.9651344808711156	2.6726190476190474
457	PTPRU	KIT	0.9999992096011371	11.895424836601308
458	CDH2	CTNND1	0.9999998194522194	12.633540372670808
459	SMC2	KIF4B	0.9968930749300458	4.814814814814815
460	NUMA1	HELZ2	0.9890572087888531	3.425287356321839
461	SPTAN1	SMC4	0.9999999988371863	20.72398190045249
462	NCOR1	NCOR2	0.9998495650642918	5.3090909090909095
463	SMAD2	KIAA1109	0.9711191157574409	2.4149659863945576
464	TNRC6B	SMAD2	0.9575712542763083	2.488888888888889
465	PIK3R1	CTNNB1	0.999147814245379	4.8545454545454545
466	SMAD2	CAD	0.7123059351505101	0.9359504132231405
467	INHBA	DIP2A	0.9999999133738664	16.65158371040724
